state,county,sex,age,race,hispanic,educ,empstat,hrs_wk,income,deg_bachelors,deg_masters,deg_profession,deg_phd,i_female,i_black,i_white,i_hispanic,i_workforce,i_employed
29,29000,Female,18,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
08,08000,Male,37,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
06,06067,Female,84,Black,Non-Hispanic,10,Not in labor force,0,44500,0,0,0,0,1,1,0,0,0,0
18,18000,Female,27,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
06,06037,Female,23,Other,Non-Hispanic,16,Employed,40,36000,1,0,0,0,1,0,0,0,1,1
25,25005,Male,47,White,Non-Hispanic,17,Employed,40,89000,1,1,0,0,0,0,1,0,1,1
19,19000,Male,24,Other,Non-Hispanic,12,Employed,40,28000,0,0,0,0,0,0,0,0,1,1
49,49035,Female,76,White,Non-Hispanic,14,Not in labor force,0,26100,0,0,0,0,1,0,1,0,0,0
48,48439,Female,20,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
36,36000,Female,58,White,Non-Hispanic,12,Employed,25,18200,0,0,0,0,1,0,1,0,1,1
36,36047,Female,59,Chinese,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
10,10003,Female,20,White,Non-Hispanic,13,Not in labor force,25,2000,0,0,0,0,1,0,1,0,0,0
12,12127,Male,69,White,Non-Hispanic,12,Not in labor force,0,16800,0,0,0,0,0,0,1,0,0,0
15,15000,Female,59,White,Non-Hispanic,13,Employed,40,70000,0,0,0,0,1,0,1,0,1,1
48,48201,Female,34,Other,Hispanic,13,Employed,40,20000,0,0,0,0,1,0,0,1,1,1
19,19000,Male,59,White,Non-Hispanic,12,Not in labor force,0,15600,0,0,0,0,0,0,1,0,0,0
39,39000,Male,23,White,Non-Hispanic,13,Not in labor force,36,1000,0,0,0,0,0,0,1,0,0,0
48,48303,Female,21,White,Hispanic,11,Not in labor force,0,0,0,0,0,0,1,0,1,1,0,0
12,12000,Male,44,Other,Hispanic,12,Employed,45,28000,0,0,0,0,0,0,0,1,1,1
06,06071,Female,35,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
48,48121,Female,66,White,Non-Hispanic,16,Not in labor force,40,30000,1,0,0,0,1,0,1,0,0,0
12,12095,Female,66,White,Non-Hispanic,16,Employed,32,42000,1,0,0,0,1,0,1,0,1,1
12,12019,Male,18,White,Non-Hispanic,12,Employed,40,18000,0,0,0,0,0,0,1,0,1,1
24,24003,Male,52,Other,Non-Hispanic,17,Employed,60,160000,1,1,0,0,0,0,0,0,1,1
53,53063,Male,52,White,Non-Hispanic,16,Unemployed,0,0,1,0,0,0,0,0,1,0,1,0
20,20091,Female,40,White,Non-Hispanic,17,Employed,40,115000,1,1,0,0,1,0,1,0,1,1
17,17031,Male,62,White,Hispanic,17,Employed,32,84000,1,0,0,1,0,0,1,1,1,1
47,47000,Male,82,White,Non-Hispanic,14,Not in labor force,0,60800,0,0,0,0,0,0,1,0,0,0
06,06013,Female,54,Chinese,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
19,19113,Female,20,White,Non-Hispanic,13,Employed,20,10000,0,0,0,0,1,0,1,0,1,1
42,42029,Female,48,White,Non-Hispanic,17,Employed,24,52000,1,1,0,0,1,0,1,0,1,1
12,12000,Male,58,White,Hispanic,12,Employed,40,139000,0,0,0,0,0,0,1,1,1,1
06,06037,Female,70,Other,Hispanic,,Not in labor force,0,9600,0,0,0,0,1,0,0,1,0,0
50,50000,Female,63,White,Non-Hispanic,13,Employed,40,109000,0,0,0,0,1,0,1,0,1,1
42,42000,Female,20,White,Non-Hispanic,12,Employed,30,10000,0,0,0,0,1,0,1,0,1,1
39,39153,Male,22,White,Non-Hispanic,16,Not in labor force,15,5000,1,0,0,0,0,0,1,0,0,0
34,34037,Male,74,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
47,47000,Female,69,Black,Non-Hispanic,12,Not in labor force,0,11300,0,0,0,0,1,1,0,0,0,0
39,39000,Male,48,Black,Non-Hispanic,12,Employed,40,44700,0,0,0,0,0,1,0,0,1,1
28,28000,Female,66,Other,Hispanic,17,Employed,20,102000,1,1,0,0,1,0,0,1,1,1
49,49035,Female,38,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
06,06019,Male,18,White,Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,1,0,0
48,48000,Male,59,White,Non-Hispanic,12,Not in labor force,40,52000,0,0,0,0,0,0,1,0,0,0
48,48201,Female,38,Other,Hispanic,4,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
36,36059,Female,68,Black,Non-Hispanic,17,Not in labor force,0,2500,1,1,0,0,1,1,0,0,0,0
48,48061,Female,30,Other,Hispanic,13,Employed,40,33300,0,0,0,0,1,0,0,1,1,1
15,15001,Male,49,Japanese,Non-Hispanic,14,Employed,40,28800,0,0,0,0,0,0,0,0,1,1
04,04013,Female,39,Other,Hispanic,12,Unemployed,0,0,0,0,0,0,1,0,0,1,1,0
48,48167,Female,49,White,Non-Hispanic,12,Employed,40,32000,0,0,0,0,1,0,1,0,1,1
47,47157,Female,73,White,Non-Hispanic,17,Not in labor force,0,14400,1,1,0,0,1,0,1,0,0,0
28,28000,Female,63,White,Non-Hispanic,13,Not in labor force,0,27600,0,0,0,0,1,0,1,0,0,0
24,24027,Female,51,Other,Non-Hispanic,17,Employed,20,50000,1,1,0,0,1,0,0,0,1,1
12,12000,Male,69,White,Non-Hispanic,11,Not in labor force,0,25500,0,0,0,0,0,0,1,0,0,0
17,17097,Male,42,White,Non-Hispanic,13,Employed,40,50000,0,0,0,0,0,0,1,0,1,1
12,12057,Female,95,Black,Non-Hispanic,16,Not in labor force,0,37800,1,0,0,0,1,1,0,0,0,0
34,34023,Female,45,White,Non-Hispanic,16,Employed,60,6500,1,0,0,0,1,0,1,0,1,1
04,04000,Female,19,AIAN,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
40,40000,Female,34,AIAN,Non-Hispanic,12,Unemployed,40,7000,0,0,0,0,1,0,0,0,1,0
26,26125,Male,64,White,Non-Hispanic,17,Not in labor force,0,169500,1,1,0,0,0,0,1,0,0,0
40,40143,Female,70,White,Non-Hispanic,17,Not in labor force,0,48500,1,1,0,0,1,0,1,0,0,0
12,12105,Male,45,Other,Hispanic,8,Employed,40,50000,0,0,0,0,0,0,0,1,1,1
48,48453,Male,40,White,Non-Hispanic,16,Employed,40,243600,1,0,0,0,0,0,1,0,1,1
36,36000,Female,29,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
37,37119,Female,44,White,Non-Hispanic,16,Employed,50,535000,1,0,0,0,1,0,1,0,1,1
24,24005,Female,22,White,Non-Hispanic,16,Employed,10,6500,1,0,0,0,1,0,1,0,1,1
48,48041,Male,18,White,Non-Hispanic,12,Not in labor force,15,3600,0,0,0,0,0,0,1,0,0,0
25,25023,Male,37,Chinese,Non-Hispanic,16,Employed,40,158000,1,0,0,0,0,0,0,0,1,1
18,18141,Male,77,White,Non-Hispanic,17,Not in labor force,0,21300,1,1,0,0,0,0,1,0,0,0
34,34017,Male,36,Other,Non-Hispanic,16,Employed,40,141000,1,0,0,0,0,0,0,0,1,1
37,37000,Female,28,Black,Non-Hispanic,14,Employed,40,30000,0,0,0,0,1,1,0,0,1,1
36,36061,Female,36,White,Non-Hispanic,17,Employed,42,120000,1,0,0,1,1,0,1,0,1,1
36,36103,Male,35,White,Non-Hispanic,16,Employed,55,250000,1,0,0,0,0,0,1,0,1,1
23,23000,Female,64,White,Non-Hispanic,14,Employed,25,31700,0,0,0,0,1,0,1,0,1,1
37,37081,Male,40,White,Non-Hispanic,16,Employed,40,89400,1,0,0,0,0,0,1,0,1,1
09,09000,Male,47,White,Non-Hispanic,17,Not in labor force,0,1300,1,0,1,0,0,0,1,0,0,0
22,22017,Female,41,White,Non-Hispanic,16,Employed,40,89000,1,0,0,0,1,0,1,0,1,1
06,06075,Male,48,Black,Non-Hispanic,13,Employed,50,242000,0,0,0,0,0,1,0,0,1,1
53,53033,Male,50,White,Non-Hispanic,17,Employed,40,87000,1,1,0,0,0,0,1,0,1,1
37,37000,Female,80,White,Non-Hispanic,14,Not in labor force,0,132400,0,0,0,0,1,0,1,0,0,0
37,37000,Female,93,Black,Non-Hispanic,9,Not in labor force,0,22000,0,0,0,0,1,1,0,0,0,0
06,06037,Female,71,Other,Hispanic,13,Not in labor force,0,4200,0,0,0,0,1,0,0,1,0,0
12,12111,Female,57,Black,Non-Hispanic,12,Employed,40,30000,0,0,0,0,1,1,0,0,1,1
22,22033,Male,53,Black,Non-Hispanic,12,Employed,30,40000,0,0,0,0,0,1,0,0,1,1
06,06071,Female,69,White,Non-Hispanic,17,Employed,40,95000,1,1,0,0,1,0,1,0,1,1
17,17089,Female,77,White,Non-Hispanic,12,Not in labor force,0,12000,0,0,0,0,1,0,1,0,0,0
55,55000,Male,70,Other,Non-Hispanic,11,Not in labor force,0,19200,0,0,0,0,0,0,0,0,0,0
36,36103,Female,61,White,Non-Hispanic,16,Not in labor force,0,45900,1,0,0,0,1,0,1,0,0,0
37,37119,Male,66,White,Non-Hispanic,12,Employed,36,67000,0,0,0,0,0,0,1,0,1,1
39,39000,Male,78,White,Non-Hispanic,12,Not in labor force,0,35200,0,0,0,0,0,0,1,0,0,0
56,56000,Female,56,White,Non-Hispanic,12,Employed,15,53050,0,0,0,0,1,0,1,0,1,1
34,34003,Male,70,Chinese,Non-Hispanic,17,Employed,40,150500,1,0,0,1,0,0,0,0,1,1
35,35000,Male,40,White,Non-Hispanic,17,Employed,40,70000,1,1,0,0,0,0,1,0,1,1
06,06037,Female,52,AIAN,Hispanic,,Employed,40,28800,0,0,0,0,1,0,0,1,1,1
17,17000,Male,28,White,Non-Hispanic,16,Employed,40,55000,1,0,0,0,0,0,1,0,1,1
32,32003,Male,49,Other,Hispanic,14,Employed,40,37000,0,0,0,0,0,0,0,1,1,1
48,48000,Male,59,White,Non-Hispanic,16,Not in labor force,0,3400,1,0,0,0,0,0,1,0,0,0
10,10005,Male,45,AIAN,Hispanic,8,Employed,30,200,0,0,0,0,0,0,0,1,1,1
16,16000,Female,45,Other,Hispanic,16,Employed,40,35000,1,0,0,0,1,0,0,1,1,1
33,33000,Female,65,White,Non-Hispanic,12,Not in labor force,32,38000,0,0,0,0,1,0,1,0,0,0
48,48201,Male,60,Other,Hispanic,12,Not in labor force,25,-1500,0,0,0,0,0,0,0,1,0,0
34,34005,Female,55,Other,Hispanic,12,Employed,40,90000,0,0,0,0,1,0,0,1,1,1
06,06029,Female,33,White,Hispanic,14,Employed,60,55000,0,0,0,0,1,0,1,1,1,1
12,12113,Female,36,White,Non-Hispanic,14,Employed,40,52000,0,0,0,0,1,0,1,0,1,1
18,18000,Female,70,White,Non-Hispanic,12,Not in labor force,0,11400,0,0,0,0,1,0,1,0,0,0
36,36000,Male,68,White,Non-Hispanic,12,Not in labor force,5,79400,0,0,0,0,0,0,1,0,0,0
12,12011,Male,26,White,Non-Hispanic,16,Employed,40,120000,1,0,0,0,0,0,1,0,1,1
17,17000,Female,47,White,Non-Hispanic,12,Employed,55,80000,0,0,0,0,1,0,1,0,1,1
06,06111,Female,58,White,Non-Hispanic,12,Employed,36,32000,0,0,0,0,1,0,1,0,1,1
34,34021,Male,24,White,Non-Hispanic,13,Employed,40,27010,0,0,0,0,0,0,1,0,1,1
28,28000,Male,19,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
34,34021,Male,34,Other,Non-Hispanic,16,Employed,40,52400,1,0,0,0,0,0,0,0,1,1
22,22071,Male,61,White,Non-Hispanic,16,Employed,50,110000,1,0,0,0,0,0,1,0,1,1
47,47000,Male,24,White,Non-Hispanic,12,Not in labor force,40,4700,0,0,0,0,0,0,1,0,0,0
48,48141,Male,58,White,Non-Hispanic,12,Employed,40,43000,0,0,0,0,0,0,1,0,1,1
13,13000,Male,31,Black,Non-Hispanic,13,Employed,40,94000,0,0,0,0,0,1,0,0,1,1
27,27000,Male,58,White,Non-Hispanic,13,Not in labor force,0,1500,0,0,0,0,0,0,1,0,0,0
29,29000,Male,24,White,Non-Hispanic,16,Employed,40,8000,1,0,0,0,0,0,1,0,1,1
42,42003,Male,27,White,Non-Hispanic,16,Employed,40,57000,1,0,0,0,0,0,1,0,1,1
36,36103,Female,25,White,Non-Hispanic,12,Employed,35,24000,0,0,0,0,1,0,1,0,1,1
54,54000,Female,62,White,Non-Hispanic,10,Employed,32,46000,0,0,0,0,1,0,1,0,1,1
26,26000,Male,60,White,Non-Hispanic,12,Employed,40,54000,0,0,0,0,0,0,1,0,1,1
17,17000,Female,70,White,Non-Hispanic,14,Not in labor force,0,9600,0,0,0,0,1,0,1,0,0,0
12,12000,Male,30,White,Hispanic,14,Employed,50,44000,0,0,0,0,0,0,1,1,1,1
04,04013,Female,41,White,Non-Hispanic,16,Employed,40,72000,1,0,0,0,1,0,1,0,1,1
19,19000,Female,60,White,Non-Hispanic,12,Employed,40,47000,0,0,0,0,1,0,1,0,1,1
16,16000,Male,44,White,Non-Hispanic,17,Employed,50,37000,1,1,0,0,0,0,1,0,1,1
01,01000,Male,84,White,Non-Hispanic,12,Not in labor force,0,3900,0,0,0,0,0,0,1,0,0,0
22,22103,Male,80,White,Non-Hispanic,17,Not in labor force,0,132000,1,1,0,0,0,0,1,0,0,0
40,40000,Female,51,Other,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
22,22000,Male,62,White,Non-Hispanic,12,Employed,40,65000,0,0,0,0,0,0,1,0,1,1
34,34039,Female,53,Other,Non-Hispanic,12,Employed,40,53000,0,0,0,0,1,0,0,0,1,1
08,08000,Female,33,White,Non-Hispanic,16,Employed,40,137000,1,0,0,0,1,0,1,0,1,1
42,42000,Female,69,White,Non-Hispanic,11,Not in labor force,0,12600,0,0,0,0,1,0,1,0,0,0
09,09000,Male,80,White,Non-Hispanic,13,Employed,40,49200,0,0,0,0,0,0,1,0,1,1
42,42101,Male,56,Other,Hispanic,12,Unemployed,0,61800,0,0,0,0,0,0,0,1,1,0
48,48339,Female,81,White,Non-Hispanic,12,Not in labor force,0,41200,0,0,0,0,1,0,1,0,0,0
55,55079,Female,82,Black,Non-Hispanic,8,Not in labor force,0,14400,0,0,0,0,1,1,0,0,0,0
17,17031,Female,53,White,Non-Hispanic,12,Not in labor force,0,4700,0,0,0,0,1,0,1,0,0,0
17,17000,Male,65,White,Non-Hispanic,16,Employed,24,60000,1,0,0,0,0,0,1,0,1,1
55,55139,Male,22,White,Non-Hispanic,14,Employed,40,25000,0,0,0,0,0,0,1,0,1,1
06,06075,Male,74,White,Non-Hispanic,17,Not in labor force,0,19000,1,0,1,0,0,0,1,0,0,0
48,48157,Male,25,White,Non-Hispanic,13,Employed,50,30600,0,0,0,0,0,0,1,0,1,1
06,06019,Female,47,Black,Non-Hispanic,16,Employed,40,95000,1,0,0,0,1,1,0,0,1,1
12,12031,Female,62,Other,Non-Hispanic,,Employed,40,38000,0,0,0,0,1,0,0,0,1,1
48,48000,Female,66,White,Non-Hispanic,16,Not in labor force,0,22920,1,0,0,0,1,0,1,0,0,0
13,13121,Male,85,Black,Non-Hispanic,16,Not in labor force,0,5800,1,0,0,0,0,1,0,0,0,0
12,12057,Male,62,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
24,24031,Female,68,Other,Non-Hispanic,17,Employed,32,137000,1,1,0,0,1,0,0,0,1,1
25,25025,Female,28,White,Non-Hispanic,16,Not in labor force,40,54000,1,0,0,0,1,0,1,0,0,0
48,48091,Female,45,White,Non-Hispanic,17,Not in labor force,0,0,1,1,0,0,1,0,1,0,0,0
35,35013,Male,21,Other,Hispanic,13,Employed,20,14000,0,0,0,0,0,0,0,1,1,1
42,42000,Female,24,White,Non-Hispanic,14,Employed,40,30000,0,0,0,0,1,0,1,0,1,1
41,41051,Female,68,Black,Non-Hispanic,13,Not in labor force,0,47000,0,0,0,0,1,1,0,0,0,0
21,21000,Female,44,White,Non-Hispanic,16,Employed,28,1200,1,0,0,0,1,0,1,0,1,1
06,06001,Male,45,White,Non-Hispanic,14,Employed,40,72000,0,0,0,0,0,0,1,0,1,1
06,06037,Female,24,Chinese,Non-Hispanic,16,Employed,45,80000,1,0,0,0,1,0,0,0,1,1
01,01000,Male,49,White,Non-Hispanic,13,Not in labor force,0,7800,0,0,0,0,0,0,1,0,0,0
06,06037,Male,70,White,Non-Hispanic,17,Employed,48,395510,1,0,1,0,0,0,1,0,1,1
39,39000,Male,35,White,Non-Hispanic,16,Employed,40,95000,1,0,0,0,0,0,1,0,1,1
36,36081,Male,61,Black,Non-Hispanic,9,Not in labor force,0,5000,0,0,0,0,0,1,0,0,0,0
36,36083,Male,42,White,Non-Hispanic,14,Employed,40,45000,0,0,0,0,0,0,1,0,1,1
51,51000,Female,64,White,Non-Hispanic,16,Not in labor force,0,29000,1,0,0,0,1,0,1,0,0,0
32,32000,Male,52,AIAN,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
45,45019,Female,24,Other,Hispanic,16,Employed,35,40800,1,0,0,0,1,0,0,1,1,1
20,20000,Male,85,White,Non-Hispanic,13,Not in labor force,0,41600,0,0,0,0,0,0,1,0,0,0
28,28000,Male,46,White,Non-Hispanic,13,Employed,40,65000,0,0,0,0,0,0,1,0,1,1
05,05000,Male,50,White,Non-Hispanic,12,Employed,40,91000,0,0,0,0,0,0,1,0,1,1
41,41005,Female,58,White,Non-Hispanic,12,Employed,35,31100,0,0,0,0,1,0,1,0,1,1
55,55000,Male,56,White,Non-Hispanic,12,Employed,40,60000,0,0,0,0,0,0,1,0,1,1
48,48000,Male,79,White,Non-Hispanic,13,Not in labor force,0,33830,0,0,0,0,0,0,1,0,0,0
51,51107,Male,84,White,Non-Hispanic,16,Employed,1,20060,1,0,0,0,0,0,1,0,1,1
22,22000,Male,66,Black,Non-Hispanic,12,Not in labor force,0,16800,0,0,0,0,0,1,0,0,0,0
06,06071,Male,36,Other,Hispanic,12,Employed,40,36000,0,0,0,0,0,0,0,1,1,1
34,34037,Female,53,White,Non-Hispanic,12,Employed,40,56000,0,0,0,0,1,0,1,0,1,1
22,22033,Female,32,Black,Non-Hispanic,16,Employed,40,40000,1,0,0,0,1,1,0,0,1,1
08,08000,Female,31,Black,Non-Hispanic,13,Not in labor force,40,6000,0,0,0,0,1,1,0,0,0,0
28,28000,Female,87,White,Non-Hispanic,12,Not in labor force,0,13000,0,0,0,0,1,0,1,0,0,0
48,48453,Male,31,White,Non-Hispanic,16,Employed,40,230000,1,0,0,0,0,0,1,0,1,1
46,46000,Male,50,White,Non-Hispanic,14,Employed,50,80000,0,0,0,0,0,0,1,0,1,1
06,06001,Female,57,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
27,27139,Male,38,White,Non-Hispanic,17,Employed,40,170000,1,1,0,0,0,0,1,0,1,1
29,29000,Female,31,White,Non-Hispanic,12,Employed,19,2100,0,0,0,0,1,0,1,0,1,1
12,12057,Female,48,White,Non-Hispanic,16,Employed,46,80010,1,0,0,0,1,0,1,0,1,1
13,13139,Female,65,White,Non-Hispanic,17,Not in labor force,0,25500,1,1,0,0,1,0,1,0,0,0
48,48309,Female,41,White,Non-Hispanic,13,Employed,48,65000,0,0,0,0,1,0,1,0,1,1
24,24015,Female,72,Black,Non-Hispanic,16,Not in labor force,0,13600,1,0,0,0,1,1,0,0,0,0
06,06065,Male,23,Other,Non-Hispanic,16,Unemployed,0,2000,1,0,0,0,0,0,0,0,1,0
06,06067,Female,28,Other,Non-Hispanic,16,Employed,40,160000,1,0,0,0,1,0,0,0,1,1
04,04013,Female,26,White,Hispanic,14,Employed,20,5000,0,0,0,0,1,0,1,1,1,1
12,12099,Female,75,White,Non-Hispanic,12,Unemployed,0,30500,0,0,0,0,1,0,1,0,1,0
17,17043,Female,52,White,Non-Hispanic,14,Employed,24,24000,0,0,0,0,1,0,1,0,1,1
12,12097,Female,69,White,Non-Hispanic,12,Not in labor force,0,10470,0,0,0,0,1,0,1,0,0,0
12,12111,Male,30,White,Non-Hispanic,12,Not in labor force,40,48000,0,0,0,0,0,0,1,0,0,0
12,12097,Male,33,Other,Hispanic,12,Employed,48,94000,0,0,0,0,0,0,0,1,1,1
06,06073,Female,54,White,Hispanic,14,Employed,40,40000,0,0,0,0,1,0,1,1,1,1
12,12111,Male,40,White,Non-Hispanic,14,Employed,40,65000,0,0,0,0,0,0,1,0,1,1
04,04013,Female,34,Other,Hispanic,16,Employed,40,41000,1,0,0,0,1,0,0,1,1,1
39,39113,Male,37,White,Non-Hispanic,12,Employed,40,25500,0,0,0,0,0,0,1,0,1,1
12,12103,Male,20,White,Non-Hispanic,12,Employed,40,20000,0,0,0,0,0,0,1,0,1,1
48,48085,Male,25,Other,Hispanic,13,Unemployed,40,16000,0,0,0,0,0,0,0,1,1,0
12,12111,Male,53,White,Non-Hispanic,12,Not in labor force,0,24000,0,0,0,0,0,0,1,0,0,0
09,09180,Male,42,White,Non-Hispanic,12,Unemployed,24,44100,0,0,0,0,0,0,1,0,1,0
05,05000,Male,19,White,Non-Hispanic,12,Employed,32,18000,0,0,0,0,0,0,1,0,1,1
06,06037,Female,65,AIAN,Hispanic,12,Not in labor force,0,12200,0,0,0,0,1,0,0,1,0,0
48,48000,Male,35,Black,Non-Hispanic,10,Not in labor force,84,81000,0,0,0,0,0,1,0,0,0,0
42,42000,Female,27,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
06,06001,Male,74,Chinese,Non-Hispanic,12,Not in labor force,0,9800,0,0,0,0,0,0,0,0,0,0
42,42133,Male,54,White,Non-Hispanic,12,Employed,40,40000,0,0,0,0,0,0,1,0,1,1
17,17031,Male,32,Other,Non-Hispanic,13,Employed,30,30000,0,0,0,0,0,0,0,0,1,1
29,29000,Female,32,White,Non-Hispanic,16,Employed,40,25000,1,0,0,0,1,0,1,0,1,1
53,53000,Male,41,White,Hispanic,17,Employed,50,116500,1,0,1,0,0,0,1,1,1,1
08,08000,Female,37,White,Non-Hispanic,16,Employed,40,72000,1,0,0,0,1,0,1,0,1,1
26,26000,Male,23,White,Non-Hispanic,14,Employed,80,42000,0,0,0,0,0,0,1,0,1,1
42,42043,Male,53,White,Non-Hispanic,14,Employed,40,80000,0,0,0,0,0,0,1,0,1,1
37,37000,Male,74,White,Non-Hispanic,16,Not in labor force,0,83100,1,0,0,0,0,0,1,0,0,0
23,23000,Male,59,White,Non-Hispanic,12,Employed,58,81000,0,0,0,0,0,0,1,0,1,1
48,48141,Female,21,Other,Hispanic,14,Employed,20,6200,0,0,0,0,1,0,0,1,1,1
12,12111,Female,68,White,Non-Hispanic,14,Not in labor force,0,13600,0,0,0,0,1,0,1,0,0,0
40,40027,Male,56,Other,Non-Hispanic,17,Not in labor force,40,90000,1,1,0,0,0,0,0,0,0,0
06,06111,Male,56,Other,Hispanic,12,Employed,60,225000,0,0,0,0,0,0,0,1,1,1
35,35000,Male,33,Other,Hispanic,,Employed,40,30000,0,0,0,0,0,0,0,1,1,1
13,13113,Male,47,Other,Hispanic,17,Employed,50,130000,1,1,0,0,0,0,0,1,1,1
36,36091,Male,59,AIAN,Non-Hispanic,12,Employed,40,25000,0,0,0,0,0,0,0,0,1,1
12,12085,Female,74,White,Non-Hispanic,16,Not in labor force,0,84100,1,0,0,0,1,0,1,0,0,0
41,41000,Female,25,White,Non-Hispanic,12,Unemployed,0,11000,0,0,0,0,1,0,1,0,1,0
54,54000,Female,73,White,Non-Hispanic,16,Not in labor force,0,8500,1,0,0,0,1,0,1,0,0,0
37,37191,Male,81,White,Non-Hispanic,12,Not in labor force,0,59800,0,0,0,0,0,0,1,0,0,0
45,45000,Female,79,White,Non-Hispanic,12,Not in labor force,0,38600,0,0,0,0,1,0,1,0,0,0
45,45000,Female,57,Black,Non-Hispanic,13,Employed,40,70000,0,0,0,0,1,1,0,0,1,1
17,17031,Female,25,White,Non-Hispanic,13,Employed,36,50000,0,0,0,0,1,0,1,0,1,1
23,23000,Male,93,White,Non-Hispanic,13,Not in labor force,0,21130,0,0,0,0,0,0,1,0,0,0
48,48439,Female,41,Other,Non-Hispanic,17,Employed,65,65000,1,1,0,0,1,0,0,0,1,1
48,48113,Female,40,Black,Non-Hispanic,17,Employed,40,68000,1,1,0,0,1,1,0,0,1,1
19,19013,Female,85,White,Non-Hispanic,12,Not in labor force,0,12500,0,0,0,0,1,0,1,0,0,0
25,25005,Male,21,White,Non-Hispanic,14,Employed,30,13600,0,0,0,0,0,0,1,0,1,1
47,47149,Female,29,Other,Hispanic,12,Employed,55,30000,0,0,0,0,1,0,0,1,1,1
12,12095,Female,40,Other,Hispanic,,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
28,28000,Male,67,White,Non-Hispanic,12,Not in labor force,0,24000,0,0,0,0,0,0,1,0,0,0
39,39049,Female,69,White,Non-Hispanic,17,Not in labor force,0,61000,1,0,1,0,1,0,1,0,0,0
06,06065,Male,75,Black,Non-Hispanic,17,Not in labor force,0,17500,1,1,0,0,0,1,0,0,0,0
06,06089,Female,39,White,Non-Hispanic,13,Employed,30,28800,0,0,0,0,1,0,1,0,1,1
17,17197,Female,67,White,Non-Hispanic,17,Not in labor force,0,53300,1,1,0,0,1,0,1,0,0,0
51,51810,Female,78,White,Non-Hispanic,12,Not in labor force,0,15200,0,0,0,0,1,0,1,0,0,0
17,17000,Male,39,White,Non-Hispanic,14,Employed,48,30000,0,0,0,0,0,0,1,0,1,1
31,31000,Female,19,White,Non-Hispanic,12,Employed,18,3600,0,0,0,0,1,0,1,0,1,1
48,48121,Male,33,White,Non-Hispanic,13,Employed,40,76000,0,0,0,0,0,0,1,0,1,1
12,12103,Female,46,Other,Hispanic,13,Employed,46,90000,0,0,0,0,1,0,0,1,1,1
55,55000,Female,55,White,Non-Hispanic,12,Employed,50,80000,0,0,0,0,1,0,1,0,1,1
36,36071,Female,41,White,Non-Hispanic,16,Employed,40,80000,1,0,0,0,1,0,1,0,1,1
36,36061,Female,29,White,Non-Hispanic,16,Employed,40,60000,1,0,0,0,1,0,1,0,1,1
48,48439,Male,54,Other,Non-Hispanic,13,Employed,40,225000,0,0,0,0,0,0,0,0,1,1
12,12031,Female,41,Other,Non-Hispanic,12,Employed,40,60000,0,0,0,0,1,0,0,0,1,1
29,29000,Female,73,White,Non-Hispanic,12,Employed,30,41600,0,0,0,0,1,0,1,0,1,1
34,34007,Male,84,White,Non-Hispanic,,Not in labor force,0,25400,0,0,0,0,0,0,1,0,0,0
12,12099,Male,21,Other,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
18,18000,Male,81,White,Non-Hispanic,12,Not in labor force,0,29820,0,0,0,0,0,0,1,0,0,0
12,12103,Female,82,White,Non-Hispanic,13,Not in labor force,0,14700,0,0,0,0,1,0,1,0,0,0
42,42019,Male,82,White,Non-Hispanic,12,Not in labor force,0,53330,0,0,0,0,0,0,1,0,0,0
45,45000,Male,81,White,Non-Hispanic,16,Not in labor force,0,88110,1,0,0,0,0,0,1,0,0,0
51,51000,Male,51,White,Hispanic,12,Employed,15,6400,0,0,0,0,0,0,1,1,1,1
18,18097,Female,64,White,Non-Hispanic,14,Not in labor force,0,15900,0,0,0,0,1,0,1,0,0,0
